threshold,flagged_rate,accuracy,precision,recall,f1,AUC,experiment,n_raw_features,AUC_gain_vs_enrollment_only,recall_gain_vs_enrollment_only
0.5,0.33608815426997246,0.768595041322314,0.7377049180327869,0.6338028169014085,0.6818181818181818,0.8379184104121966,Enrollment only,24,0.0,0.0
0.5,0.37373737373737376,0.9017447199265382,0.8918918918918919,0.852112676056338,0.8715486194477791,0.938680347545302,Enrollment + 1st semester,30,0.10076193713310544,0.2183098591549295
0.5,0.37649219467401285,0.9228650137741047,0.9170731707317074,0.8826291079812206,0.8995215311004785,0.9640168815810903,Enrollment + 1st + 2nd semester,36,0.12609847116889372,0.24882629107981213
