threshold,n_bootstrap_effective,AUC_point,AUC_ci_low,AUC_ci_high,recall_point,recall_ci_low,recall_ci_high,model
0.5,1000,0.9640168815810903,0.9508961921858166,0.9758955578095516,0.8826291079812206,0.8530087086084209,0.9115568328068329,Logistic Regression
0.5,1000,0.9058448225805308,0.8839701645885258,0.9280495900060637,0.8051643192488263,0.7683036160223754,0.841729964865317,Decision Tree
0.5,1000,0.9581961350809735,0.9451291756285114,0.9704325608732237,0.8591549295774648,0.8275862068965517,0.8891459231618107,"Random Forest, tuned"
