threshold,flagged_rate,accuracy,precision,recall,f1,AUC,experiment,n_raw_features,removed_raw_features,AUC_drop_vs_full,recall_drop_vs_full
0.5,0.37649219467401285,0.9228650137741047,0.9170731707317074,0.8826291079812206,0.8995215311004785,0.9640168815810903,Full features,36,0,0.0,0.0
0.5,0.37006427915518825,0.9237832874196511,0.9255583126550868,0.8755868544600939,0.8998793727382388,0.9644948625893116,Remove demographics,29,7,-0.0004779810082212732,0.007042253521126751
0.5,0.3820018365472911,0.9026629935720845,0.8846153846153846,0.863849765258216,0.8741092636579573,0.9555088196347518,Remove economic status,30,6,0.008508061946338574,0.018779342723004633
0.5,0.38016528925619836,0.9136822773186409,0.9009661835748792,0.8755868544600939,0.888095238095238,0.9636061719740261,Remove 1st semester,30,6,0.0004107096070642413,0.007042253521126751
0.5,0.37373737373737376,0.9017447199265382,0.8918918918918919,0.852112676056338,0.8715486194477791,0.938680347545302,Remove 2nd semester,30,6,0.025336534035788283,0.030516431924882625
0.5,0.33608815426997246,0.768595041322314,0.7377049180327869,0.6338028169014085,0.6818181818181818,0.8379184104121966,Remove both semesters,24,12,0.12609847116889372,0.24882629107981213
